,id,predicted_price
0,2539.0,54.3925
1,2595.0,290.42
2,3647.0,219.0075
3,3831.0,194.68
4,5022.0,85.71
5,5099.0,101.06
6,5121.0,159.30333333333334
7,5178.0,88.14
8,5203.0,174.97
9,5238.0,92.56
10,5295.0,80.84
11,5441.0,107.355
12,5803.0,35.116
13,6021.0,126.12
14,6090.0,166.48
15,6848.0,235.53
16,7097.0,257.14
17,7322.0,141.32
18,7726.0,76.77
19,7750.0,215.23
20,7801.0,284.52
21,8024.0,212.90666666666667
22,8025.0,118.82
23,8110.0,206.165
24,8490.0,146.64
25,8505.0,101.95333333333333
26,8700.0,76.100477994228
27,9357.0,131.02
28,9518.0,589.47
29,9657.0,135.39
30,9668.0,304.67
31,9704.0,75.89
32,9782.0,61.93
33,9783.0,56.45
34,10452.0,60.9775
35,10962.0,297.9027272727273
36,11452.0,169.54416666666665
37,11708.0,192.49057936507933
38,11943.0,180.93035714285713
39,12048.0,136.07
40,12192.0,52.98063441195663
41,12299.0,232.92
42,12303.0,751.6695
43,12318.0,51.49
44,12343.0,46.95
45,12627.0,113.81
46,12937.0,202.82
47,12940.0,52.67500000000002
48,13050.0,139.68
49,13394.0,313.33
50,13808.0,171.35
51,14287.0,144.36
52,14290.0,366.41
53,14314.0,441.5362752247752
54,14322.0,68.17
55,14377.0,63.71
56,14991.0,123.09
57,15220.0,74.12293893606396
58,15338.0,155.34
59,15341.0,265.89
60,15385.0,80.15
61,,56.65
62,15711.0,203.97
63,16326.0,45.76243650793652
64,16338.0,65.068
65,16421.0,219.59833333333336
66,16458.0,329.57
67,16580.0,126.14
68,16595.0,172.61
69,16821.0,103.79
70,16974.0,249.40507142857143
71,17037.0,300.89
72,17092.0,106.955
73,17693.0,86.4562976190476
74,17747.0,78.89
75,18127.0,222.16946428571427
76,18152.0,178.09955952380952
77,18198.0,125.26
78,18590.0,180.68
79,18728.0,72.6815
80,18764.0,117.54
81,19159.0,60.81
82,19169.0,173.34916666666663
83,19282.0,181.1788535353535
84,19319.0,156.75
85,,56.76666666666666
86,19812.0,384.72
87,20299.0,80.17
88,20300.0,85.30666666666667
89,20611.0,144.36
90,20724.0,71.83
91,20734.0,185.17666666666665
92,20755.0,55.3
93,20853.0,228.69
94,20913.0,74.09316666666666
95,21293.0,145.82933333333335
96,21456.0,72.3
97,21644.0,64.815
98,21794.0,186.15
99,22911.0,149.82
100,22918.0,145.91
101,23135.0,255.92859244559222
102,23501.0,78.3
103,,54.757142857142846
104,24143.0,83.54
105,24285.0,115.24
106,25235.0,82.595
107,25406.0,64.715
108,25696.0,69.36
109,26012.0,78.47
110,26362.0,134.235
111,26520.0,714.0
112,26559.0,148.94
113,26785.0,263.8080727974083
114,,436.39
115,26954.0,85.88
116,26969.0,69.99
117,27006.0,274.94
118,27385.0,41.37803571428572
119,27531.0,319.93666666666667
120,27644.0,154.69666666666666
121,,176.98
122,27759.0,34.65
123,27883.0,197.34
124,28321.0,740.81
125,28396.0,91.43
126,28907.0,80.02
127,29012.0,192.82
128,29013.0,134.32
129,29455.0,175.54
130,29628.0,230.34654761904758
131,29683.0,138.527544011544
132,30031.0,49.07
133,30927.0,148.27
134,31130.0,57.94058333333334
135,31555.0,302.64
136,31902.0,76.77
137,31994.0,333.83
138,32023.0,78.68333333333334
139,32037.0,57.4
140,32100.0,204.88833333333335
141,32289.0,114.45
142,32331.0,75.79
143,32363.0,64.41
144,32965.0,91.73809760436089
145,32969.0,62.26
146,33009.0,77.25
147,33014.0,99.16
148,33223.0,174.27
149,34760.0,251.78
150,35526.0,159.28
151,36121.0,191.49
152,36133.0,408.49977380952373
153,36442.0,95.91
154,36647.0,172.3225
155,36703.0,377.83
156,36934.0,240.77
157,38638.0,66.77
158,,163.74
159,39267.0,192.97
160,39282.0,140.4060580965732
161,39593.0,222.16
162,39704.0,247.62
163,40039.0,50.83
164,40453.0,48.67
165,41348.0,86.13
166,41513.0,152.45
167,42580.0,204.81
168,42729.0,139.02
169,42882.0,124.00024206349207
170,43957.0,192.61
171,44096.0,194.97
172,44161.0,218.06578571428574
173,44212.0,164.39
174,44221.0,148.4
175,44229.0,105.18
176,44288.0,72.98045454545453
177,44506.0,84.75209271284274
178,45393.0,57.22
179,45542.0,74.795
180,45556.0,91.17
181,,181.23666666666665
182,45936.0,129.95
183,45940.0,141.3
184,46544.0,77.59666666666666
185,46723.0,232.05
186,46911.0,69.35
187,47199.0,98.39
188,47362.0,204.58
189,47370.0,246.59250000000003
190,47926.0,317.62
191,48719.0,52.16
192,50447.0,623.2426666666667
193,51438.0,52.84
194,51485.0,213.20916666666662
195,51572.0,408.28
196,51850.0,168.28
197,53137.0,95.98
198,53196.0,267.23
199,53469.0,122.61625677830942
200,53470.0,517.43
201,53477.0,74.00200000000001
202,54158.0,191.12
203,54453.0,352.19067460317456
204,54466.0,170.49
205,54508.0,172.64
206,54544.0,138.62
207,54626.0,156.18
208,54860.0,198.89
209,55467.0,66.52
210,55498.0,235.71
211,55668.0,197.39
212,55737.0,61.5
213,55959.0,143.0
214,55982.0,121.28166666666667
215,56467.0,248.01
216,56525.0,383.26
217,56859.0,74.37
218,57166.0,264.87375
219,57297.0,135.82
220,57468.0,210.62
221,57618.0,312.61
222,57740.0,145.57
223,57754.0,103.465
224,57874.0,129.33
225,58059.0,143.78
226,58062.0,102.27
227,58467.0,72.35
228,59014.0,199.75
229,59121.0,136.35
230,59642.0,59.12
231,59709.0,74.24
232,59855.0,122.1
233,,230.4
234,60457.0,237.86
235,60611.0,243.32
236,60666.0,78.92
237,60673.0,32.46727539127539
238,60680.0,167.19
239,60794.0,182.75
240,60948.0,100.43
241,61167.0,287.79
242,,147.84011904761908
243,61406.0,113.63
244,61492.0,452.87
245,61509.0,393.75
246,62095.0,184.79
247,62427.0,57.03
248,62430.0,52.456
249,62452.0,161.42
250,62461.0,49.84
251,62787.0,129.66
252,62891.0,44.038888888888884
253,62903.0,122.21
254,62925.0,72.14041666666667
255,63299.0,109.15
256,63320.0,138.4869654095904
257,63360.0,140.99
258,63546.0,167.47
259,63573.0,218.11677344877342
260,63588.0,245.83
261,63610.0,73.36
262,63657.0,396.32
263,,141.04
264,63719.0,141.12
265,63913.0,664.58
266,64000.0,176.32118253968255
267,64015.0,53.20666666666667
268,64107.0,53.93228571428571
269,64277.0,271.61
270,64314.0,677.8683333333335
271,64365.0,90.74
272,64707.0,200.3689274614274
273,64837.0,168.63
274,65019.0,106.29
275,65268.0,247.35
276,65556.0,108.67
277,65562.0,167.39
278,65615.0,73.32
279,65660.0,104.41
280,65813.0,70.13
281,65834.0,215.23
282,66008.0,271.93
283,66026.0,279.29
284,66251.0,74.89
285,66275.0,56.61
286,66451.0,187.53
287,66718.0,166.25
288,66741.0,70.42
289,66974.0,117.67
290,67288.0,71.13
291,67299.0,61.780945970695946
292,67397.0,217.48
293,68099.0,72.15
294,68305.0,49.81
295,68403.0,85.14
296,68735.0,97.64
297,68765.0,73.23250000000002
298,68900.0,56.78
299,,109.1
300,69894.0,256.16
301,69921.0,203.8
302,70095.0,57.7
